"*", "STITCH", "92.6165", "97.2889", 0
"*", "STITCH", "91.3229", "99.2997", 0
"*", "STITCH", "91.3229", "99.2997", 1
"*", "STITCH", "92.5632", "99.5481", 0
"*", "STITCH", "92.5632", "99.5481", 0
"*", "STITCH", "94.4129", "99.1097", 0
"*", "STITCH", "94.4129", "99.1097", 0
"*", "STITCH", "93.2866", "99.7842", 0
"*", "STITCH", "93.2866", "99.7842", 0
"*", "STITCH", "94.4129", "99.1097", 0
"*", "STITCH", "94.4129", "99.1097", 0
"*", "STITCH", "92.5632", "99.5481", 0
"*", "STITCH", "92.5632", "99.5481", 0
"*", "STITCH", "94.055", "97.4568", 0
"*", "STITCH", "94.055", "97.4568", 0
"*", "STITCH", "94.7903", "96.6209", 0
"*", "STITCH", "94.7903", "96.6209", 0
"*", "STITCH", "94.055", "97.4568", 0
"*", "STITCH", "94.055", "97.4568", 0
"*", "STITCH", "95.9361", "96.6316", 0
"*", "STITCH", "95.9361", "96.6316", 0
"*", "STITCH", "96.7657", "95.2436", 0
"*", "STITCH", "96.7657", "95.2436", 0
"*", "STITCH", "95.5523", "97.6677", 0
"*", "STITCH", "95.5523", "97.6677", 0
"*", "STITCH", "97.7503", "96.8454", 0
"*", "STITCH", "97.7503", "96.8454", 0
"*", "STITCH", "96.0796", "98.3489", 0
"*", "STITCH", "96.0796", "98.3489", 1
"*", "STITCH", "96.45", "99.2869", 0
"*", "STITCH", "96.45", "99.2869", 1
"*", "STITCH", "97.5217", "99.5466", 0
"*", "STITCH", "97.5217", "99.5466", 0
"*", "STITCH", "99.5908", "97.2668", 0
"*", "STITCH", "99.5908", "97.2668", 0
"*", "STITCH", "97.5217", "99.5466", 0
"*", "STITCH", "97.5217", "99.5466", 1
"*", "STITCH", "99.7864", "99.9308", 0
"*", "STITCH", "99.7864", "99.9308", 1
"*", "STITCH", "97.5217", "99.5466", 0
"*", "STITCH", "97.5217", "99.5466", 1
"*", "STITCH", "96.45", "99.2869", 0
"*", "STITCH", "96.45", "99.2869", 1
"*", "STITCH", "96.0796", "98.3489", 0
"*", "STITCH", "96.0796", "98.3489", 0
"*", "STITCH", "97.8876", "97.4154", 0
"*", "STITCH", "97.8876", "97.4154", 0
"*", "STITCH", "99.9644", "96.1334", 0
"*", "STITCH", "99.9644", "96.1334", 0
"*", "STITCH", "97.8876", "97.4154", 0
"*", "STITCH", "97.8876", "97.4154", 0
"*", "STITCH", "96.0796", "98.3489", 0
"*", "STITCH", "96.0796", "98.3489", 0
"*", "STITCH", "97.7503", "96.8454", 0
"*", "STITCH", "97.7503", "96.8454", 0
"*", "STITCH", "99.9617", "94.4878", 0
"*", "STITCH", "99.9617", "94.4878", 0
"*", "STITCH", "97.5775", "95.1422", 0
"*", "STITCH", "97.5775", "95.1422", 0
"*", "STITCH", "98.2108", "94.2548", 0
"*", "STITCH", "98.2108", "94.2548", 0
"*", "STITCH", "99.16", "93.6496", 0
"*", "STITCH", "99.16", "93.6496", 0
"*", "STITCH", "98.2108", "94.2548", 0
"*", "STITCH", "98.2108", "94.2548", 0
"*", "STITCH", "97.5775", "95.1422", 0
"*", "STITCH", "97.5775", "95.1422", 0
"*", "STITCH", "99.9617", "94.4878", 0
"*", "STITCH", "99.9617", "94.4878", 0
"*", "STITCH", "97.7503", "96.8454", 0
"*", "STITCH", "97.7503", "96.8454", 0
"*", "STITCH", "95.5523", "97.6677", 0
"*", "STITCH", "95.5523", "97.6677", 0
"*", "STITCH", "96.7657", "95.2436", 0
"*", "STITCH", "96.7657", "95.2436", 0
"*", "STITCH", "95.9361", "96.6316", 0
"*", "STITCH", "95.9361", "96.6316", 0
"*", "STITCH", "94.055", "97.4568", 0
"*", "STITCH", "94.055", "97.4568", 0
"*", "STITCH", "92.5632", "99.5481", 0
"*", "STITCH", "92.5632", "99.5481", 1
"*", "STITCH", "91.3229", "99.2997", 0
"*", "STITCH", "91.3229", "99.2997", 0
"*", "STITCH", "92.6165", "97.2889", 0
"*", "STITCH", "92.6165", "97.2889", 0
"*", "STITCH", "94.0011", "96.8703", 0
"*", "STITCH", "94.0011", "96.8703", 0
"*", "STITCH", "94.5626", "95.5671", 0
"*", "STITCH", "94.5626", "95.5671", 0
"*", "STITCH", "92.4748", "96.7532", 0
"*", "STITCH", "92.4748", "96.7532", 0
"*", "STITCH", "96.5103", "93.9364", 0
"*", "STITCH", "96.5103", "93.9364", 0
"*", "STITCH", "97.4332", "92.1543", 0
"*", "STITCH", "97.4332", "92.1543", 0
"*", "STITCH", "99.3338", "91.4522", 0
"*", "STITCH", "99.3338", "91.4522", 0
"*", "STITCH", "99.9276", "89.8726", 0
"*", "STITCH", "99.9276", "89.8726", 0
"*", "STITCH", "97.7256", "90.8281", 0
"*", "STITCH", "97.7256", "90.8281", 0
"*", "STITCH", "96.5143", "91.5688", 0
"*", "STITCH", "96.5143", "91.5688", 0
"*", "STITCH", "97.7256", "90.8281", 0
"*", "STITCH", "97.7256", "90.8281", 0
"*", "STITCH", "96.4827", "90.9731", 0
"*", "STITCH", "96.4827", "90.9731", 0
"*", "STITCH", "98.3924", "88.6563", 0
"*", "STITCH", "98.3924", "88.6563", 0
"*", "STITCH", "99.5688", "88.1232", 0
"*", "STITCH", "99.5688", "88.1232", 0
"*", "STITCH", "98.3924", "88.6563", 0
"*", "STITCH", "98.3924", "88.6563", 0
"*", "STITCH", "96.4827", "90.9731", 0
"*", "STITCH", "96.4827", "90.9731", 0
"*", "STITCH", "99.9188", "90.6725", 0
"*", "STITCH", "99.9188", "90.6725", 0
"*", "STITCH", "96.4827", "90.9731", 0
"*", "STITCH", "96.4827", "90.9731", 0
"*", "STITCH", "97.7256", "90.8281", 0
"*", "STITCH", "97.7256", "90.8281", 0
"*", "STITCH", "99.9276", "89.8726", 0
"*", "STITCH", "99.9276", "89.8726", 0
"*", "STITCH", "99.3338", "91.4522", 0
"*", "STITCH", "99.3338", "91.4522", 0
"*", "STITCH", "97.4332", "92.1543", 0
"*", "STITCH", "97.4332", "92.1543", 0
"*", "STITCH", "96.5103", "93.9364", 0
"*", "STITCH", "96.5103", "93.9364", 1
"*", "STITCH", "95.2348", "93.842", 0
"*", "STITCH", "95.2348", "93.842", 1
"*", "STITCH", "93.9865", "93.6577", 0
"*", "STITCH", "93.9865", "93.6577", 0
"*", "STITCH", "92.1978", "93.9877", 0
"*", "STITCH", "92.1978", "93.9877", 0
"*", "STITCH", "91.0143", "95.5006", 0
"*", "STITCH", "91.0143", "95.5006", 0
"*", "STITCH", "92.2767", "94.3952", 0
"*", "STITCH", "92.2767", "94.3952", 0
"*", "STITCH", "91.2165", "95.7181", 0
"*", "STITCH", "91.2165", "95.7181", 0
"*", "STITCH", "90.3043", "97.2731", 0
"*", "STITCH", "90.3043", "97.2731", 0
"*", "STITCH", "88.872", "98.9486", 0
"*", "STITCH", "88.872", "98.9486", 0
"*", "STITCH", "87.6161", "99.7772", 0
"*", "STITCH", "87.6161", "99.7772", 0
"*", "STITCH", "88.8871", "97.647", 0
"*", "STITCH", "88.8871", "97.647", 0
"*", "STITCH", "89.0333", "96.0216", 0
"*", "STITCH", "89.0333", "96.0216", 0
"*", "STITCH", "87.6893", "97.7534", 0
"*", "STITCH", "87.6893", "97.7534", 0
"*", "STITCH", "86.5321", "98.804", 0
"*", "STITCH", "86.5321", "98.804", 0
"*", "STITCH", "84.7174", "98.9415", 0
"*", "STITCH", "84.7174", "98.9415", 0
"*", "STITCH", "86.0376", "97.3007", 0
"*", "STITCH", "86.0376", "97.3007", 0
"*", "STITCH", "84.6137", "97.9472", 0
"*", "STITCH", "84.6137", "97.9472", 0
"*", "STITCH", "84.2714", "99.0961", 0
"*", "STITCH", "84.2714", "99.0961", 1
"*", "STITCH", "84.2445", "97.5899", 0
"*", "STITCH", "84.2445", "97.5899", 0
"*", "STITCH", "82.3166", "98.9873", 0
"*", "STITCH", "82.3166", "98.9873", 1
"*", "STITCH", "82.2961", "97.5443", 0
"*", "STITCH", "82.2961", "97.5443", 0
"*", "STITCH", "80.2253", "98.2049", 0
"*", "STITCH", "80.2253", "98.2049", 0
"*", "STITCH", "82.2961", "97.5443", 0
"*", "STITCH", "82.2961", "97.5443", 0
"*", "STITCH", "80.7939", "98.7717", 0
"*", "STITCH", "80.7939", "98.7717", 0
"*", "STITCH", "79.349", "99.4411", 0
"*", "STITCH", "79.349", "99.4411", 0
"*", "STITCH", "78.1306", "99.7407", 0
"*", "STITCH", "78.1306", "99.7407", 0
"*", "STITCH", "78.316", "97.5216", 0
"*", "STITCH", "78.316", "97.5216", 0
"*", "STITCH", "79.7301", "95.9649", 0
"*", "STITCH", "79.7301", "95.9649", 0
"*", "STITCH", "78.0624", "96.5306", 0
"*", "STITCH", "78.0624", "96.5306", 1
"*", "STITCH", "78.0062", "95.158", 0
"*", "STITCH", "78.0062", "95.158", 0
"*", "STITCH", "76.9832", "96.8781", 0
"*", "STITCH", "76.9832", "96.8781", 0
"*", "STITCH", "75.3972", "98.334", 0
"*", "STITCH", "75.3972", "98.334", 0
"*", "STITCH", "76.8209", "98.2795", 0
"*", "STITCH", "76.8209", "98.2795", 0
"*", "STITCH", "75.3493", "99.9929", 0
"*", "STITCH", "75.3493", "99.9929", 0
"*", "STITCH", "76.6025", "98.7088", 0
"*", "STITCH", "76.6025", "98.7088", 0
"*", "STITCH", "75.3493", "99.9929", 0
"*", "STITCH", "75.3493", "99.9929", 0
"*", "STITCH", "76.8209", "98.2795", 0
"*", "STITCH", "76.8209", "98.2795", 0
"*", "STITCH", "75.3972", "98.334", 0
"*", "STITCH", "75.3972", "98.334", 0
"*", "STITCH", "74.1121", "98.2698", 0
"*", "STITCH", "74.1121", "98.2698", 0
"*", "STITCH", "72.235", "98.387", 0
"*", "STITCH", "72.235", "98.387", 0
"*", "STITCH", "69.8773", "99.2796", 0
"*", "STITCH", "69.8773", "99.2796", 0
"*", "STITCH", "70.9621", "97.2445", 0
"*", "STITCH", "70.9621", "97.2445", 0
"*", "STITCH", "68.8613", "97.7462", 0
"*", "STITCH", "68.8613", "97.7462", 0
"*", "STITCH", "68.1032", "99.3859", 0
"*", "STITCH", "68.1032", "99.3859", 0
"*", "STITCH", "66.6336", "99.9011", 0
"*", "STITCH", "66.6336", "99.9011", 0
"*", "STITCH", "67.9488", "97.8596", 0
"*", "STITCH", "67.9488", "97.8596", 0
"*", "STITCH", "66.6336", "99.9011", 0
"*", "STITCH", "66.6336", "99.9011", 0
"*", "STITCH", "68.1032", "99.3859", 0
"*", "STITCH", "68.1032", "99.3859", 0
"*", "STITCH", "68.8613", "97.7462", 0
"*", "STITCH", "68.8613", "97.7462", 0
"*", "STITCH", "70.0919", "96.3515", 0
"*", "STITCH", "70.0919", "96.3515", 0
"*", "STITCH", "70.6743", "94.3291", 0
"*", "STITCH", "70.6743", "94.3291", 0
"*", "STITCH", "72.158", "92.4579", 0
"*", "STITCH", "72.158", "92.4579", 1
"*", "STITCH", "72.0902", "91.282", 0
"*", "STITCH", "72.0902", "91.282", 1
"*", "STITCH", "73.6141", "91.7467", 0
"*", "STITCH", "73.6141", "91.7467", 0
"*", "STITCH", "72.871", "93.4139", 0
"*", "STITCH", "72.871", "93.4139", 0
"*", "STITCH", "74.7586", "92.2345", 0
"*", "STITCH", "74.7586", "92.2345", 0
"*", "STITCH", "75.4241", "91.4208", 0
"*", "STITCH", "75.4241", "91.4208", 1
"*", "STITCH", "75.4889", "89.8173", 0
"*", "STITCH", "75.4889", "89.8173", 0
"*", "STITCH", "74.0596", "91.3075", 0
"*", "STITCH", "74.0596", "91.3075", 0
"*", "STITCH", "75.4889", "89.8173", 0
"*", "STITCH", "75.4889", "89.8173", 0
"*", "STITCH", "75.4241", "91.4208", 0
"*", "STITCH", "75.4241", "91.4208", 0
"*", "STITCH", "74.7586", "92.2345", 0
"*", "STITCH", "74.7586", "92.2345", 0
"*", "STITCH", "72.871", "93.4139", 0
"*", "STITCH", "72.871", "93.4139", 0
"*", "STITCH", "73.6141", "91.7467", 0
"*", "STITCH", "73.6141", "91.7467", 0
"*", "STITCH", "76.341", "90.2823", 0
"*", "STITCH", "76.341", "90.2823", 0
"*", "STITCH", "77.8961", "89.1357", 0
"*", "STITCH", "77.8961", "89.1357", 0
"*", "STITCH", "79.6126", "87.9955", 0
"*", "STITCH", "79.6126", "87.9955", 0
"*", "STITCH", "77.8961", "89.1357", 0
"*", "STITCH", "77.8961", "89.1357", 1
"*", "STITCH", "76.9091", "88.564", 0
"*", "STITCH", "76.9091", "88.564", 0
"*", "STITCH", "76.1874", "89.4106", 0
"*", "STITCH", "76.1874", "89.4106", 0
"*", "STITCH", "77.5126", "87.7757", 0
"*", "STITCH", "77.5126", "87.7757", 0
"*", "STITCH", "78.8726", "86.626", 0
"*", "STITCH", "78.8726", "86.626", 0
"*", "STITCH", "77.5126", "87.7757", 0
"*", "STITCH", "77.5126", "87.7757", 0
"*", "STITCH", "78.8242", "85.0872", 0
"*", "STITCH", "78.8242", "85.0872", 0
"*", "STITCH", "77.2406", "86.0303", 0
"*", "STITCH", "77.2406", "86.0303", 0
"*", "STITCH", "77.6955", "85.0471", 0
"*", "STITCH", "77.6955", "85.0471", 0
"*", "STITCH", "76.9188", "86.1666", 0
"*", "STITCH", "76.9188", "86.1666", 0
"*", "STITCH", "77.1177", "85.0989", 0
"*", "STITCH", "77.1177", "85.0989", 0
"*", "STITCH", "77.6722", "84.2451", 0
"*", "STITCH", "77.6722", "84.2451", 0
"*", "STITCH", "78.9328", "83.8985", 0
"*", "STITCH", "78.9328", "83.8985", 0
"*", "STITCH", "77.6722", "84.2451", 0
"*", "STITCH", "77.6722", "84.2451", 0
"*", "STITCH", "77.1177", "85.0989", 0
"*", "STITCH", "77.1177", "85.0989", 0
"*", "STITCH", "76.9188", "86.1666", 0
"*", "STITCH", "76.9188", "86.1666", 0
"*", "STITCH", "77.6955", "85.0471", 0
"*", "STITCH", "77.6955", "85.0471", 0
"*", "STITCH", "77.2406", "86.0303", 0
"*", "STITCH", "77.2406", "86.0303", 0
"*", "STITCH", "78.8242", "85.0872", 0
"*", "STITCH", "78.8242", "85.0872", 0
"*", "STITCH", "77.5126", "87.7757", 0
"*", "STITCH", "77.5126", "87.7757", 0
"*", "STITCH", "76.1874", "89.4106", 0
"*", "STITCH", "76.1874", "89.4106", 0
"*", "STITCH", "76.9091", "88.564", 0
"*", "STITCH", "76.9091", "88.564", 1
"*", "STITCH", "77.8961", "89.1357", 0
"*", "STITCH", "77.8961", "89.1357", 0
"*", "STITCH", "76.341", "90.2823", 0
"*", "STITCH", "76.341", "90.2823", 1
"*", "STITCH", "77.5836", "90.477", 0
"*", "STITCH", "77.5836", "90.477", 0
"*", "STITCH", "76.9327", "91.94", 0
"*", "STITCH", "76.9327", "91.94", 0
"*", "STITCH", "75.5796", "93.1517", 0
"*", "STITCH", "75.5796", "93.1517", 0
"*", "STITCH", "74.9299", "94.3329", 0
"*", "STITCH", "74.9299", "94.3329", 0
"*", "STITCH", "73.1297", "95.4527", 0
"*", "STITCH", "73.1297", "95.4527", 0
"*", "STITCH", "75.7376", "93.1458", 0
"*", "STITCH", "75.7376", "93.1458", 0
"*", "STITCH", "73.1297", "95.4527", 0
"*", "STITCH", "73.1297", "95.4527", 0
"*", "STITCH", "74.9299", "94.3329", 0
"*", "STITCH", "74.9299", "94.3329", 0
"*", "STITCH", "75.5796", "93.1517", 0
"*", "STITCH", "75.5796", "93.1517", 0
"*", "STITCH", "76.9327", "91.94", 0
"*", "STITCH", "76.9327", "91.94", 0
"*", "STITCH", "77.5836", "90.477", 0
"*", "STITCH", "77.5836", "90.477", 1
"*", "STITCH", "76.341", "90.2823", 0
"*", "STITCH", "76.341", "90.2823", 0
"*", "STITCH", "73.6141", "91.7467", 0
"*", "STITCH", "73.6141", "91.7467", 1
"*", "STITCH", "72.0902", "91.282", 0
"*", "STITCH", "72.0902", "91.282", 0
"*", "STITCH", "73.8171", "89.9382", 0
"*", "STITCH", "73.8171", "89.9382", 0
"*", "STITCH", "74.3143", "87.307", 0
"*", "STITCH", "74.3143", "87.307", 0
"*", "STITCH", "71.6611", "88.8488", 0
"*", "STITCH", "71.6611", "88.8488", 0
"*", "STITCH", "72.445", "87.8473", 0
"*", "STITCH", "72.445", "87.8473", 0
"*", "STITCH", "73.4684", "87.0125", 0
"*", "STITCH", "73.4684", "87.0125", 0
"*", "STITCH", "75.0141", "86.6194", 0
"*", "STITCH", "75.0141", "86.6194", 0
"*", "STITCH", "73.7829", "87.5229", 0
"*", "STITCH", "73.7829", "87.5229", 0
"*", "STITCH", "75.0141", "86.6194", 0
"*", "STITCH", "75.0141", "86.6194", 0
"*", "STITCH", "73.4684", "87.0125", 0
"*", "STITCH", "73.4684", "87.0125", 0
"*", "STITCH", "72.445", "87.8473", 0
"*", "STITCH", "72.445", "87.8473", 0
"*", "STITCH", "73.6466", "85.6786", 0
"*", "STITCH", "73.6466", "85.6786", 0
"*", "STITCH", "72.445", "87.8473", 0
"*", "STITCH", "72.445", "87.8473", 0
"*", "STITCH", "71.6611", "88.8488", 0
"*", "STITCH", "71.6611", "88.8488", 0
"*", "STITCH", "70.0028", "89.7797", 0
"*", "STITCH", "70.0028", "89.7797", 1
"*", "STITCH", "68.7867", "89.6565", 0
"*", "STITCH", "68.7867", "89.6565", 0
"*", "STITCH", "67.6849", "90.7855", 0
"*", "STITCH", "67.6849", "90.7855", 0
"*", "STITCH", "66.6613", "91.3144", 0
"*", "STITCH", "66.6613", "91.3144", 0
"*", "STITCH", "67.6432", "89.7799", 0
"*", "STITCH", "67.6432", "89.7799", 0
"*", "STITCH", "66.6613", "91.3144", 0
"*", "STITCH", "66.6613", "91.3144", 0
"*", "STITCH", "67.6849", "90.7855", 0
"*", "STITCH", "67.6849", "90.7855", 0
"*", "STITCH", "68.7867", "89.6565", 0
"*", "STITCH", "68.7867", "89.6565", 0
"*", "STITCH", "70.0171", "87.524", 0
"*", "STITCH", "70.0171", "87.524", 0
"*", "STITCH", "70.4065", "86.2734", 0
"*", "STITCH", "70.4065", "86.2734", 0
"*", "STITCH", "68.7142", "87.7873", 0
"*", "STITCH", "68.7142", "87.7873", 0
"*", "STITCH", "67.8607", "88.364", 0
"*", "STITCH", "67.8607", "88.364", 0
"*", "STITCH", "65.9253", "89.0279", 0
"*", "STITCH", "65.9253", "89.0279", 0
"*", "STITCH", "63.9651", "90.2509", 0
"*", "STITCH", "63.9651", "90.2509", 1
"*", "STITCH", "63.5395", "89.1848", 0
"*", "STITCH", "63.5395", "89.1848", 0
"*", "STITCH", "61.5663", "90.2914", 0
"*", "STITCH", "61.5663", "90.2914", 0
"*", "STITCH", "59.907", "92.4059", 0
"*", "STITCH", "59.907", "92.4059", 0
"*", "STITCH", "56.9583", "94.952", 0
"*", "STITCH", "56.9583", "94.952", 0
"*", "STITCH", "59.907", "92.4059", 0
"*", "STITCH", "59.907", "92.4059", 0
"*", "STITCH", "61.5663", "90.2914", 0
"*", "STITCH", "61.5663", "90.2914", 0
"*", "STITCH", "63.569", "88.2679", 0
"*", "STITCH", "63.569", "88.2679", 0
"*", "STITCH", "61.9219", "89.3937", 0
"*", "STITCH", "61.9219", "89.3937", 0
"*", "STITCH", "60.0458", "92.1586", 0
"*", "STITCH", "60.0458", "92.1586", 0
"*", "STITCH", "61.9219", "89.3937", 0
"*", "STITCH", "61.9219", "89.3937", 0
"*", "STITCH", "63.569", "88.2679", 0
"*", "STITCH", "63.569", "88.2679", 0
"*", "STITCH", "61.5663", "90.2914", 0
"*", "STITCH", "61.5663", "90.2914", 0
"*", "STITCH", "63.5395", "89.1848", 0
"*", "STITCH", "63.5395", "89.1848", 0
"*", "STITCH", "64.9091", "88.6617", 0
"*", "STITCH", "64.9091", "88.6617", 0
"*", "STITCH", "66.4686", "88.1678", 0
"*", "STITCH", "66.4686", "88.1678", 0
"*", "STITCH", "68.5137", "86.8476", 0
"*", "STITCH", "68.5137", "86.8476", 0
"*", "STITCH", "66.4686", "88.1678", 0
"*", "STITCH", "66.4686", "88.1678", 0
"*", "STITCH", "64.9091", "88.6617", 0
"*", "STITCH", "64.9091", "88.6617", 0
"*", "STITCH", "63.5395", "89.1848", 0
"*", "STITCH", "63.5395", "89.1848", 1
"*", "STITCH", "63.9651", "90.2509", 0
"*", "STITCH", "63.9651", "90.2509", 0
"*", "STITCH", "65.0381", "88.0215", 0
"*", "STITCH", "65.0381", "88.0215", 0
"*", "STITCH", "66.2351", "86.7337", 0
